0	12.2072072072	12.2072072072	328
4	16.7837837838	16.7837837838	238
8	14.1261261261	14.1261261261	283
12	17.4144144144	17.4144144144	229
16	21.4684684685	21.4684684685	186
20	23.0454545455	23.0454545455	173
24	22.036036036	22.036036036	181
28	22.2072072072	22.2072072072	180
32	15.045045045	15.045045045	265
