0	256.81981982	8.0256193694	62
4	230.027027027	7.1883445946	69
8	188.963636364	5.9051136364	84
12	160.324324324	5.0101351351	99
16	126.818181818	3.9630681818	125
20	97.5495495495	3.0484234234	163
24	84.1636363636	2.6301136364	190
28	88.1171171171	2.7536599099	181
32	78.4	2.45	204
48	72.3211009174	2.2600344037	221
