0	6.9369369369	0.8671171171	143
4	7.7207207207	0.9650900901	129
8	8.62	1.0775	115
12	10.1545454545	1.2693181818	98
16	14.24	1.78	70
20	12.3423423423	1.5427927928	80
24	20	2.5	49
28	25.4504504505	3.1813063063	39
32	47.431372549	5.9289215686	21
48	30.568627451	3.8210784314	32
